currentDifficulty,currentPlayerLives,id,levelsBeat,newDifficulty,playerLifeTimer,totalEnemiesKilled,totalPoints
3,1,lUZ4aTxJcKkJUYjhzaih,3,4,21.95381,7,2100
4,1,lbFGieo9ISBc2hfksPtz,4,5,29.56932,11,5300
4,3,lckf24TIo04tTnA9GTHW,4,5,11.36749,11,5300
6,0,lrB3KHzmpPlqxiwZl20g,2,6,29.73714,0,0
2,0,luKJnah8mtZfbaOAL6GN,2,1,18.91934,1,200
1,3,m0mIYZn9MC5Tc7DrUtYr,1,2,7.459886,1,100
1,3,m1bZY8SkGj1tdpPHPxsG,1,2,9.548474,1,100
1,2,mDgZg2EsHLQ0ReTTggFg,3,1,40.15894,4,400
3,1,mJ2KWbfyppoWbjFGK4jy,3,4,30.88475,7,2100
3,1,mJUuyHXFTW4NQnqv24yF,5,2,117.4007,15,5300
1,3,mtr9RfLmTceLfb01yM5C,1,2,7.402396,1,100
1,3,nGPlXcKjAiQ2EkyxGJWi,1,2,7.416799,1,100
1,0,nIGFeqJD6bq1TTGwh2KY,2,1,11.9291,1,100
2,0,nawQJ17ImTpohOECE8MO,2,2,7.7823,0,0
1,1,ngRfLN5c3HX37X9nrjmS,1,1,23.76106,1,100
3,0,nojJ9gUglpAGonXXhgqf,2,2,9.532505,3,500
1,2,nwGiBvYxW0yVboAvDU1N,1,1,15.88736,1,100
1,3,ointLivVThDFFG0WtbM2,1,2,14.06801,1,100
1,3,oqNbFY0B4TuftTQ7gtBH,1,2,11.92061,1,100
2,0,pBOHzt8zsCp3GBTfzL6x,1,1,34.79278,2,300
7,0,pH739k8tRb2FrGtE7ZKm,7,6,110.8943,5,28800
3,2,pa2b8iY6iVtStQsoPvQC,3,3,18.34771,4,1600
1,0,parJUyb1A9V8wS8L28Sy,2,1,45.15011,1,100
1,0,pihlZh0my9eJhfuAwzAM,1,1,32.76026,2,200
1,3,pk8tFEvWxyhJsbO8KcbA,2,2,20.32207,3,300
4,0,pmR4pGjSEr267myDuPI3,3,5,6.450676,8,2900
1,3,pwgmXMVrbO1lrXNF9Qcq,1,2,8.044059,1,100
1,0,qK8ifrBlpCOaLpKH2flz,1,1,23.93006,1,100
1,3,qWySOH43nJWb6tMvDiQC,1,2,7.933993,1,100
10,0,qnVGaV1loCX4DAdvT5BP,9,10,206.0359,10,315200
1,2,qpiIIHFTDEyjuPzk2nzS,1,2,13.70094,1,100
7,0,r3wYp63IarSntvxLazk5,2,8,35.86217,1,6400
5,0,r55vs2tMO3cBKAvaQ4Jw,2,6,8.971399,0,0
5,0,r567ol6k40yKape4S3sT,4,4,6.866596,8,4800
7,1,rITmR3Ce6V9wdVFZWDNh,7,8,34.28811,20,34900
1,0,rOCgUkCDuij7MpQFCEVU,2,1,9.0829,0,0
3,3,rPJNTity5VC8ZGISdvLV,3,4,17.40349,7,2100
3,0,resBBn2XV6jG92UGgTDn,4,4,46.04711,12,4800
3,2,rgjycfH1QkJqAZtxdkrZ,3,4,13.71437,7,2100
2,1,riXwKRFMYnMYUYkNqKhz,4,2,64.9495,11,2100
3,2,rwYWdSAaOKQbAPb9u6My,3,4,25.76239,7,2100
5,0,rz2LvtjWLn0Ir56r8fY1,2,6,14.4841,1,1600
1,3,s8AsrRZyQNoWI4WpXOgp,1,2,11.85397,1,100
5,1,segEWfi9AhhhVYQsr2xn,5,6,14.51977,15,11700
1,3,tb47Nr5yrjP8EVUqUVTH,1,2,7.235993,1,100
1,3,tbGSgB2pYR6TvvUgMNJx,1,2,14.76504,1,100
7,0,teBJOJMnaYV6w1O0NmsE,2,8,28.52408,1,6400
2,0,tgjDc7HhMUQ6YvdZCJbe,2,1,7.883788,0,0
1,3,tueAWegwBV9HiLAIWbjp,1,2,13.15403,1,100
1,0,u6XoDHu8oOhFvXBk1lpU,2,1,22.2237,0,0
1,0,u7ePmSDykWqBQHlTkrLN,2,1,36.90103,2,200
3,0,uhA1gbS3cLaHVYv3BUTX,0,3,10.8847,0,0
1,1,uiPbLSKIyMLvbQ864Hab,2,2,24.6621,3,300
5,3,uslGd2Wm1HIKWdngVl6d,5,6,15.53647,15,11700
4,3,vP8fOLncnbLJmFiat5PE,2,5,29.96334,3,2000
6,1,viExuqw4uYJaJp94GwlQ,6,7,76.23795,17,17300
1,3,vw0Rsxc3Zcg6Oc2x1ll6,1,2,8.25389,1,100
1,3,wF6Ij1pB5kMrxhPWYgYI,1,1,8.368398,1,100
4,1,wPJVL5Tr4wVTWPv3lyzg,4,5,14.77139,11,5300
6,0,wRT9rxWb6gvznHqRMYiu,5,5,31.53681,1,2400
5,0,wX4FwKaC9TOqhsoOiMie,8,5,165.2451,9,16800
1,3,wpt9YToCQsHTV4xsvi06,1,2,7.270197,1,100
1,3,wq5jfXi1wXhFngu9yBGh,1,2,8.694397,1,100
3,0,wze8rSWsDsnHWIFYxb4I,2,2,6.986797,3,500
4,1,xJrG3An9vhwyhC7KOHwm,4,5,21.7913,11,5300
1,3,xKj39b49rHM3FehEK7XD,6,1,37.20805,2,175
5,0,xO46FddzxGSX0Gy67lnv,2,6,22.6994,4,3600
1,0,xda45PUbDEQBC4as39rD,2,1,9.367194,0,0
1,3,xnsplyaxgbtLFvLstbCA,1,2,7.36726,1,100
1,0,xosvsNHFLpN8y4ZR3Pim,1,1,56.36557,2,200
5,3,xxejtSBCaf6hyLEhnsTL,6,6,23.18686,17,8700
2,3,y04mcyPIxddCFinoLf8p,2,3,10.23729,3,500
4,2,y2Hu1pQgUVoeztBrZvTQ,4,5,15.54045,11,5300
2,3,y5jZTvI0lTqevah2tzew,2,3,10.25698,3,500
1,3,yCs8FOyfa8aKpXa8jalW,1,2,12.3528,1,100
2,1,yb17gGG8Rw0MkEbD3oJI,4,3,24.30383,8,1200
1,0,ybw35JtShG5DoIbXv74W,2,1,44.07189,3,300
5,0,yfnqIgzdnv5iYiOydAER,2,5,10.5694,0,0
3,0,ymyyijAkckbav4x7J7ZC,2,3,17.23689,1,400
2,3,yrVvdyoQJ5VG3lbcHKR4,4,3,51.37038,8,1600
4,3,ysLw0PeS1c2qEuKRbB0P,4,5,12.01989,11,5300
5,0,z2zCcJsjg1eWVEMDe2yj,7,5,7.557082,17,6100
2,3,z8gQOvAgwMOUYUM193xC,2,3,13.73557,3,500
5,3,zSIlHAbk7HE2mVV2sURT,5,6,17.53698,15,11700
8,2,zjKGbmNvnMzEw0dGT1TZ,7,9,49.47054,5,46400
1,3,zkDzIKcMEvhhYJkCtJy4,1,2,8.352791,1,100
1,0,zsZZHTI3xXZhscaJ39cC,1,1,43.37328,1,100
4,0,ztMqf7s3RfKt9f9j7zPK,2,5,45.57918,1,800
3,0,zvdJeJd1BRgKZ7aP9LfA,2,4,9.787905,4,900
